activityId,processId,templateId,displayName,description,taskId,conditionalGroupName,conditionalGroupOption,diagram_x,diagram_y,schematic_x,schematic_y,createdDateTime,lastUpdatedDateTime,status,progress,plannedStartDateTime,plannedCompleteDateTime,predictedStartDateTime,predictedCompleteDateTime,actualStartDateTime,actualCompleteDateTime,actualDuration,typicalDuration,maximumDuration,slaViolation,slaViolationDateTime,application,applicationCode,applicationMessage,isError,hadError,errorCode,errorMessage,value,milestoneId,releasePolicy,action,plannedActivationDateTime,plannedReleaseDateTime,predictedActivationDateTime,predictedReleaseDateTime,actualActivationDateTime,actualReleaseDateTime,activated,released,sequence,initialMilestoneId,terminalMilestoneId,errorCount,transitionId,initialActivityId,terminalActivityId,processObjectType,uniqueId
SignDocument,a66f65ca-02ba-468f-b18a-c5e78555a532,Complex_1.0,,,,,,,,,,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:51.704+0100,Completed,,2023-10-17 16:37:48.704+0100,2023-10-17 16:37:51.704+0100,2023-10-17 16:37:48.704+0100,2023-10-17 16:37:51.704+0100,2023-10-17 16:37:48.704+0100,2023-10-17 16:37:51.704+0100,3000,3000,6000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-SignDocument|Section-1
InboundInvoice,a66f65ca-02ba-468f-b18a-c5e78555a532,Complex_1.0,,,,,,,,,,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:44.704+0100,Completed,,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:44.704+0100,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:44.704+0100,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:44.704+0100,10000,10000,20000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-InboundInvoice|Section-1
SecondaryInvoiceValidation,a66f65ca-02ba-468f-b18a-c5e78555a532,Complex_1.0,,,,,,,,,,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:48.704+0100,Completed,,2023-10-17 16:37:46.704+0100,2023-10-17 16:37:48.704+0100,2023-10-17 16:37:46.704+0100,2023-10-17 16:37:48.704+0100,2023-10-17 16:37:46.704+0100,2023-10-17 16:37:48.704+0100,2000,2000,4000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-SecondaryInvoiceValidation|Section-1
SendToPartner,a66f65ca-02ba-468f-b18a-c5e78555a532,Complex_1.0,,,,,,,,,,2023-10-17 16:37:34.704+0100,2023-10-17 16:38:01.704+0100,Running,,2023-10-17 16:38:01.704+0100,2023-10-17 16:38:05.704+0100,2023-10-17 16:38:01.704+0100,2023-10-17 16:38:05.704+0100,2023-10-17 16:38:01.704+0100,,,4000,8000,false,,,,,false,,,,,,,,,,,,,,,,3,PartnerResponse,End,0,,,,Section,Activity-SendToPartner|Section-3
BackupDocument,a66f65ca-02ba-468f-b18a-c5e78555a532,Complex_1.0,,,,,,,,,,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:57.704+0100,Completed,,2023-10-17 16:37:51.704+0100,2023-10-17 16:37:57.704+0100,2023-10-17 16:37:51.704+0100,2023-10-17 16:37:57.704+0100,2023-10-17 16:37:51.704+0100,2023-10-17 16:37:57.704+0100,6000,6000,12000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-BackupDocument|Section-1
SendToPartner,a66f65ca-02ba-468f-b18a-c5e78555a532,Complex_1.0,,,,,,,,,,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:58.704+0100,Completed,,2023-10-17 16:37:57.704+0100,2023-10-17 16:37:58.704+0100,2023-10-17 16:37:57.704+0100,2023-10-17 16:37:58.704+0100,2023-10-17 16:37:57.704+0100,2023-10-17 16:37:58.704+0100,1000,1000,2000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,PartnerRequest,0,,,,Section,Activity-SendToPartner|Section-1
ValidateInvoice,a66f65ca-02ba-468f-b18a-c5e78555a532,Complex_1.0,,,,,,,,,,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:46.704+0100,Completed,,2023-10-17 16:37:44.704+0100,2023-10-17 16:37:46.704+0100,2023-10-17 16:37:44.704+0100,2023-10-17 16:37:46.704+0100,2023-10-17 16:37:44.704+0100,2023-10-17 16:37:46.704+0100,2000,2000,4000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-ValidateInvoice|Section-1
SendToPartner,a66f65ca-02ba-468f-b18a-c5e78555a532,Complex_1.0,,,,,,,,,,2023-10-17 16:37:34.704+0100,2023-10-17 16:38:01.704+0100,Completed,,2023-10-17 16:37:58.704+0100,2023-10-17 16:38:01.704+0100,2023-10-17 16:37:58.704+0100,2023-10-17 16:38:01.704+0100,2023-10-17 16:37:58.704+0100,2023-10-17 16:38:01.704+0100,3000,3000,6000,false,,,,,false,,,,,,,,,,,,,,,,2,PartnerRequest,PartnerResponse,0,,,,Section,Activity-SendToPartner|Section-2
,a66f65ca-02ba-468f-b18a-c5e78555a532,Complex_1.0,Third Party,Third Party description,ThirdParty,,,,,,,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:57.704+0100,Completed,On Time,2023-10-17 16:37:44.704+0100,2023-10-17 16:37:57.704+0100,2023-10-17 16:37:54.704+0100,2023-10-17 16:37:57.704+0100,2023-10-17 16:37:44.704+0100,2023-10-17 16:37:57.704+0100,13000,13000,26000,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,Task,Task-ThirdParty
,a66f65ca-02ba-468f-b18a-c5e78555a532,Complex_1.0,Document Handler,Document Handler description,DocumentHandler,,,,,,,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:57.704+0100,Completed,On Time,2023-10-17 16:37:48.704+0100,2023-10-17 16:37:57.704+0100,2023-10-17 16:37:51.704+0100,2023-10-17 16:37:57.704+0100,2023-10-17 16:37:48.704+0100,2023-10-17 16:37:57.704+0100,9000,9000,18000,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,Task,Task-DocumentHandler
,a66f65ca-02ba-468f-b18a-c5e78555a532,Complex_1.0,,,,,,,,,,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:54.704+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.3PV.Complete,2023-10-17 16:37:54.704+0100,,2023-10-17 16:37:54.704+0100,,2023-10-17 16:37:54.704+0100,,true,,,End,Start,,49ea22fb-cd7f-4f64-92b2-03ecac92b3b1,Third-PartyValidation,Third-PartyLogging,Transition,Transition-49ea22fb-cd7f-4f64-92b2-03ecac92b3b1
,a66f65ca-02ba-468f-b18a-c5e78555a532,Complex_1.0,,,,Secondary Invoice Group,1,,,,,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:46.704+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.Validate.Refer,2023-10-17 16:37:46.704+0100,,2023-10-17 16:37:46.704+0100,,2023-10-17 16:37:46.704+0100,,true,,,End,Start,,00a425c3-26ce-4e12-bdef-18f9eb461f05,ValidateInvoice,SecondaryInvoiceValidation,Transition,Transition-00a425c3-26ce-4e12-bdef-18f9eb461f05
,a66f65ca-02ba-468f-b18a-c5e78555a532,Complex_1.0,,,,,,,,,,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:51.704+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.SignDoc.Complete,2023-10-17 16:37:51.704+0100,,2023-10-17 16:37:51.704+0100,,2023-10-17 16:37:51.704+0100,,true,,,End,Start,,512e2f6b-3980-4285-a9ef-86d33d703a56,SignDocument,BackupDocument,Transition,Transition-512e2f6b-3980-4285-a9ef-86d33d703a56
,a66f65ca-02ba-468f-b18a-c5e78555a532,Complex_1.0,,,,Secondary Invoice Group,0,,,,,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:34.704+0100,Pending,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.Validate.Complete,2023-10-17 16:37:46.704+0100,,2023-10-17 16:37:46.704+0100,,,,false,,,End,Start,,6ecca2be-6344-47d4-8d97-1b984c49bcfb,ValidateInvoice,SignDocument,Transition,Transition-6ecca2be-6344-47d4-8d97-1b984c49bcfb
,a66f65ca-02ba-468f-b18a-c5e78555a532,Complex_1.0,,,,,,,,,,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:44.704+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.Inbound.Complete,2023-10-17 16:37:44.704+0100,,2023-10-17 16:37:44.704+0100,,2023-10-17 16:37:44.704+0100,,true,,,End,Start,,a7e67a97-99b8-42f8-b0b6-41cc365c5f1d,InboundInvoice,Third-PartyValidation,Transition,Transition-a7e67a97-99b8-42f8-b0b6-41cc365c5f1d
,a66f65ca-02ba-468f-b18a-c5e78555a532,Complex_1.0,,,,,,,,,,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:34.704+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.Inbound.Trigger.Complex,2023-10-17 16:37:34.704+0100,,2023-10-17 16:37:34.704+0100,,2023-10-17 16:37:34.704+0100,,true,,,,Start,,54c8456e-729f-44df-a426-fdf298f70c88,,InboundInvoice,Transition,Transition-54c8456e-729f-44df-a426-fdf298f70c88
,a66f65ca-02ba-468f-b18a-c5e78555a532,Complex_1.0,,,,,,,,,,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:57.704+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.3PL.Complete,2023-10-17 16:37:57.704+0100,,2023-10-17 16:37:57.704+0100,,2023-10-17 16:37:57.704+0100,,true,,,End,Start,,9b719635-60c3-4356-9801-a43729dc4e71,Third-PartyLogging,SendToPartner,Transition,Transition-9b719635-60c3-4356-9801-a43729dc4e71
,a66f65ca-02ba-468f-b18a-c5e78555a532,Complex_1.0,,,,,,,,,,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:44.704+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.Inbound.Complete,2023-10-17 16:37:44.704+0100,,2023-10-17 16:37:44.704+0100,,2023-10-17 16:37:44.704+0100,,true,,,End,Start,,a480b914-aebf-471e-a0ab-0ea0e5c82331,InboundInvoice,ValidateInvoice,Transition,Transition-a480b914-aebf-471e-a0ab-0ea0e5c82331
,a66f65ca-02ba-468f-b18a-c5e78555a532,Complex_1.0,,,,,,,,,,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:48.704+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.Validate2.Complete,2023-10-17 16:37:48.704+0100,,2023-10-17 16:37:48.704+0100,,2023-10-17 16:37:48.704+0100,,true,,,End,Start,,6226a5b4-96cf-4433-bc8f-359802812dca,SecondaryInvoiceValidation,SignDocument,Transition,Transition-6226a5b4-96cf-4433-bc8f-359802812dca
,a66f65ca-02ba-468f-b18a-c5e78555a532,Complex_1.0,,,,,,,,,,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:34.704+0100,Pending,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.SendToPartner.Complete,2023-10-17 16:38:05.704+0100,,2023-10-17 16:38:05.704+0100,,,,false,,,End,,,e60a1e1e-3d72-417f-be66-a726b9fcdc0a,SendToPartner,,Transition,Transition-e60a1e1e-3d72-417f-be66-a726b9fcdc0a
,a66f65ca-02ba-468f-b18a-c5e78555a532,Complex_1.0,,,,,,,,,,2023-10-17 16:37:34.704+0100,2023-10-17 16:37:57.704+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.BackupDoc.Complete,2023-10-17 16:37:57.704+0100,,2023-10-17 16:37:57.704+0100,,2023-10-17 16:37:57.704+0100,,true,,,End,Start,,e216a63d-8da3-4ccd-890a-b5cc466b2d07,BackupDocument,SendToPartner,Transition,Transition-e216a63d-8da3-4ccd-890a-b5cc466b2d07
Third-PartyLogging,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,Third-Party Logging,Third-Party Logging description,ThirdParty,,,450,50,575,175,2023-10-17 16:37:34.705+0100,2023-10-17 16:38:00.705+0100,Completed,Delayed,2023-10-17 16:37:54.705+0100,2023-10-17 16:37:57.705+0100,2023-10-17 16:37:54.705+0100,2023-10-17 16:37:57.705+0100,2023-10-17 16:37:54.705+0100,2023-10-17 16:38:00.705+0100,6000,3000,6000,true,2023-10-17 16:38:00.705+0100,,,,false,false,,,74417.34,,,,,,,,,,,,,,,,,,,Activity,Activity-Third-PartyLogging
InboundInvoice,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,Inbound Invoice,Inbound Invoice description,,,,50,50,50,100,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:44.705+0100,Completed,On Time,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:44.705+0100,10000,10000,20000,false,,,,,false,false,,,74417.34,,,,,,,,,,,,,,,,,,,Activity,Activity-InboundInvoice
BackupDocument,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,Backup Document,Backup Document description,DocumentHandler,,,250,450,575,100,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:57.705+0100,Completed,On Time,2023-10-17 16:37:51.705+0100,2023-10-17 16:37:57.705+0100,2023-10-17 16:37:51.705+0100,2023-10-17 16:37:57.705+0100,2023-10-17 16:37:51.705+0100,2023-10-17 16:37:57.705+0100,6000,6000,12000,false,,,,,false,false,,,74417.34,,,,,,,,,,,,,,,,,,,Activity,Activity-BackupDocument
SendToPartner,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,Send to Partner,Send to Partner description,,,,550,450,725,100,2023-10-17 16:37:34.705+0100,2023-10-17 16:38:00.705+0100,Running,Jeopardy,2023-10-17 16:37:57.705+0100,2023-10-17 16:38:05.705+0100,2023-10-17 16:37:57.705+0100,2023-10-17 16:38:08.705+0100,2023-10-17 16:38:00.705+0100,,,8000,16000,false,,,,,false,false,,,74417.34,,,,,,,,,,,,,,,,,,,Activity,Activity-SendToPartner
SecondaryInvoiceValidation,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,Secondary Invoice Validation,Secondary Invoice Validation description,,Secondary Invoice Group,1,250,175,325,25,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:48.705+0100,Completed,On Time,2023-10-17 16:37:46.705+0100,2023-10-17 16:37:48.705+0100,2023-10-17 16:37:46.705+0100,2023-10-17 16:37:48.705+0100,2023-10-17 16:37:46.705+0100,2023-10-17 16:37:48.705+0100,2000,2000,4000,false,,,,,false,false,,,74417.34,,,,,,,,,,,,,,,,,,,Activity,Activity-SecondaryInvoiceValidation
ValidateInvoice,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,Validate Invoice,Validate Invoice description,,,,50,250,175,100,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:46.705+0100,Completed,On Time,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:46.705+0100,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:46.705+0100,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:46.705+0100,2000,2000,4000,false,,,,,false,false,,,74417.34,,,,,,,,,,,,,,,,,,,Activity,Activity-ValidateInvoice
Third-PartyValidation,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,Third-Party Validation,Third-Party Validation description,ThirdParty,,,250,50,200,175,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:54.705+0100,Completed,On Time,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:54.705+0100,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:54.705+0100,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:54.705+0100,10000,10000,20000,false,,,,,false,false,,,74417.34,,,,,,,,,,,,,,,,,,,Activity,Activity-Third-PartyValidation
SignDocument,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,Sign Document,Sign Document description,DocumentHandler,,,250,350,475,100,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:51.705+0100,Completed,On Time,2023-10-17 16:37:48.705+0100,2023-10-17 16:37:51.705+0100,2023-10-17 16:37:48.705+0100,2023-10-17 16:37:51.705+0100,2023-10-17 16:37:48.705+0100,2023-10-17 16:37:51.705+0100,3000,3000,6000,false,,,,,false,false,,,74417.34,,,,,,,,,,,,,,,,,,,Activity,Activity-SignDocument
BackupDocument,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:51.705+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:51.705+0100,2023-10-17 16:37:51.705+0100,2023-10-17 16:37:51.705+0100,2023-10-17 16:37:51.705+0100,2023-10-17 16:37:51.705+0100,2023-10-17 16:37:51.705+0100,true,true,,,,,,,,Milestone,Activity-BackupDocument|Milestone-Start
SendToPartner,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,Send to Partner Response,Send to Partner Response description,,,,,,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:34.705+0100,Pending,,,,,,,,,,,,,,,,,,,,,PartnerResponse,,ERP.Invoice.SendToPartner,2023-10-17 16:38:01.705+0100,2023-10-17 16:38:01.705+0100,2023-10-17 16:38:04.705+0100,2023-10-17 16:38:04.705+0100,,,false,false,,,,,,,,Milestone,Activity-SendToPartner|Milestone-PartnerResponse
SendToPartner,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,Send to Partner Request,Send to Partner Request description,,,,,,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:38:01.705+0100,Released,,,,,,,,,,,,,,,,,,,,,PartnerRequest,,ERP.Invoice.SendToPartner,2023-10-17 16:37:58.705+0100,2023-10-17 16:37:58.705+0100,2023-10-17 16:38:01.705+0100,2023-10-17 16:38:01.705+0100,2023-10-17 16:38:01.705+0100,2023-10-17 16:38:01.705+0100,true,true,,,,,,,,Milestone,Activity-SendToPartner|Milestone-PartnerRequest
Third-PartyLogging,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:38:00.705+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:57.705+0100,2023-10-17 16:37:57.705+0100,2023-10-17 16:37:57.705+0100,2023-10-17 16:37:57.705+0100,2023-10-17 16:38:00.705+0100,2023-10-17 16:38:00.705+0100,true,true,,,,,,,,Milestone,Activity-Third-PartyLogging|Milestone-End
ValidateInvoice,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:44.705+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:44.705+0100,true,true,,,,,,,,Milestone,Activity-ValidateInvoice|Milestone-Start
BackupDocument,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:57.705+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:57.705+0100,2023-10-17 16:37:57.705+0100,2023-10-17 16:37:57.705+0100,2023-10-17 16:37:57.705+0100,2023-10-17 16:37:57.705+0100,2023-10-17 16:37:57.705+0100,true,true,,,,,,,,Milestone,Activity-BackupDocument|Milestone-End
SignDocument,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:51.705+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:51.705+0100,2023-10-17 16:37:51.705+0100,2023-10-17 16:37:51.705+0100,2023-10-17 16:37:51.705+0100,2023-10-17 16:37:51.705+0100,2023-10-17 16:37:51.705+0100,true,true,,,,,,,,Milestone,Activity-SignDocument|Milestone-End
Third-PartyValidation,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:54.705+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:54.705+0100,2023-10-17 16:37:54.705+0100,2023-10-17 16:37:54.705+0100,2023-10-17 16:37:54.705+0100,2023-10-17 16:37:54.705+0100,2023-10-17 16:37:54.705+0100,true,true,,,,,,,,Milestone,Activity-Third-PartyValidation|Milestone-End
SendToPartner,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:34.705+0100,Pending,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:38:05.705+0100,2023-10-17 16:38:05.705+0100,2023-10-17 16:38:08.705+0100,2023-10-17 16:38:08.705+0100,,,false,false,,,,,,,,Milestone,Activity-SendToPartner|Milestone-End
SendToPartner,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:38:00.705+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,All Activated,,2023-10-17 16:37:57.705+0100,2023-10-17 16:37:57.705+0100,2023-10-17 16:37:57.705+0100,2023-10-17 16:37:57.705+0100,2023-10-17 16:37:57.705+0100,2023-10-17 16:38:00.705+0100,true,true,,,,,,,,Milestone,Activity-SendToPartner|Milestone-Start
SignDocument,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:48.705+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,First Activated,,2023-10-17 16:37:48.705+0100,2023-10-17 16:37:48.705+0100,2023-10-17 16:37:48.705+0100,2023-10-17 16:37:48.705+0100,2023-10-17 16:37:48.705+0100,2023-10-17 16:37:48.705+0100,true,true,,,,,,,,Milestone,Activity-SignDocument|Milestone-Start
Third-PartyValidation,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:44.705+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:44.705+0100,true,true,,,,,,,,Milestone,Activity-Third-PartyValidation|Milestone-Start
SecondaryInvoiceValidation,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:46.705+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:46.705+0100,2023-10-17 16:37:46.705+0100,2023-10-17 16:37:46.705+0100,2023-10-17 16:37:46.705+0100,2023-10-17 16:37:46.705+0100,2023-10-17 16:37:46.705+0100,true,true,,,,,,,,Milestone,Activity-SecondaryInvoiceValidation|Milestone-Start
InboundInvoice,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:34.705+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:34.705+0100,true,true,,,,,,,,Milestone,Activity-InboundInvoice|Milestone-Start
Third-PartyLogging,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:54.705+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:54.705+0100,2023-10-17 16:37:54.705+0100,2023-10-17 16:37:54.705+0100,2023-10-17 16:37:54.705+0100,2023-10-17 16:37:54.705+0100,2023-10-17 16:37:54.705+0100,true,true,,,,,,,,Milestone,Activity-Third-PartyLogging|Milestone-Start
SecondaryInvoiceValidation,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:48.705+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:48.705+0100,2023-10-17 16:37:48.705+0100,2023-10-17 16:37:48.705+0100,2023-10-17 16:37:48.705+0100,2023-10-17 16:37:48.705+0100,2023-10-17 16:37:48.705+0100,true,true,,,,,,,,Milestone,Activity-SecondaryInvoiceValidation|Milestone-End
InboundInvoice,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:44.705+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:44.705+0100,2023-10-17 16:37:44.705+0100,true,true,,,,,,,,Milestone,Activity-InboundInvoice|Milestone-End
ValidateInvoice,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:46.705+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:46.705+0100,2023-10-17 16:37:46.705+0100,2023-10-17 16:37:46.705+0100,2023-10-17 16:37:46.705+0100,2023-10-17 16:37:46.705+0100,2023-10-17 16:37:46.705+0100,true,true,,,,,,,,Milestone,Activity-ValidateInvoice|Milestone-End
SendToPartner,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,,,,,,,,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:34.705+0100,Pending,,2023-10-17 16:38:01.705+0100,2023-10-17 16:38:05.705+0100,2023-10-17 16:38:04.705+0100,2023-10-17 16:38:08.705+0100,,,,4000,8000,false,,,,,false,,,,,,,,,,,,,,,,3,PartnerResponse,End,0,,,,Section,Activity-SendToPartner|Section-3
Third-PartyLogging,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,,,,,,,,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:38:00.705+0100,Completed,,2023-10-17 16:37:54.705+0100,2023-10-17 16:37:57.705+0100,2023-10-17 16:37:54.705+0100,2023-10-17 16:37:57.705+0100,2023-10-17 16:37:54.705+0100,2023-10-17 16:38:00.705+0100,6000,3000,6000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-Third-PartyLogging|Section-1
BackupDocument,68190415-b71a-4646-ade2-0ff0fe28b582,Complex_1.0,,,,,,,,,,2023-10-17 16:37:34.705+0100,2023-10-17 16:37:57.705+0100,Completed,,2023-10-17 16:37:51.705+0100,2023-10-17 16:37:57.705+0100,2023-10-17 16:37:51.705+0100,2023-10-17 16:37:57.705+0100,2023-10-17 16:37:51.705+0100,2023-10-17 16:37:57.705+0100,6000,6000,12000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-BackupDocument|Section-1
